TEB_Class,VEGF,BLDF,PAVF,BLDH,Z0RF,Z0RD,ALRF,ALRD,ALWL,EMRF,EMRD,EMWL,HCRF1,HCRD1,HCWL1,HCRF2,HCRD2,HCWL2,HCRF3,HCRD3,HCWL3,TCRF1,TCRD1,TCWL1,TCRF2,TCRD2,TCWL2,TCRF3,TCRD3,TCWL3,DPRF1,DPRD1,DPWL1,DPRF2,DPRD2,DPWL2,DPRF3,DPRD3,DPWL3,QHTR,QETR,QHIN,QEIN,VF_1,VF_2,VF_3,VF_4,VF_5,VF_6,VF_7,VF_8,VF_9,VF10,VF11,VF12,VF13,VF14,VF15,VF16,VF17,VF18,VF19,VF20,VF21,VF22,VF23,VF24,VF25,VF26
294,0.05118863,0.679615507,0.269195863,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025594315,0,0,0,0,0,0,0,0.94881137,0,0,0,0.025594315,0
295,0.04946163,0.680779539,0.269758831,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024730815,0,0,0,0,0,0,0,0.95053837,0,0,0,0.024730815,0
296,0.047752714,0.681931382,0.270315905,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023876357,0,0,0,0,0,0,0,0.952247286,0,0,0,0.023876357,0
297,0.046061507,0.683071288,0.270867205,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023030753,0,0,0,0,0,0,0,0.953938493,0,0,0,0.023030753,0
298,0.044387646,0.684199503,0.271412851,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022193823,0,0,0,0,0,0,0,0.955612354,0,0,0,0.022193823,0
299,0.042730779,0.685316264,0.271952957,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021365389,0,0,0,0,0,0,0,0.957269221,0,0,0,0.021365389,0
310,0,0,1,-9999,-9999,0.05,-9999,0.16,-9999,-9999,0.93,-9999,-9999,1.00E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,0.7,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0,0,1,-9999,-9999,0.05,-9999,0.16,-9999,-9999,0.93,-9999,-9999,1.00E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,0.7,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,0,0,1,-9999,-9999,0.08,-9999,0.72,-9999,-9999,0.28,-9999,-9999,1.00E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,0.36,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,0,0,1,-9999,-9999,0.08,-9999,0.57,-9999,-9999,0.5,-9999,-9999,1.53E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,4.28,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,0,0,1,-9999,-9999,0.05,-9999,0.16,-9999,-9999,0.93,-9999,-9999,1.00E+006,-9999,-9999,2.18E+006,-9999,-9999,2.18E+006,2.90E+005,-9999,0.7,-9999,-9999,1.83,-9999,-9999,1.83,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,0,0,1,-9999,-9999,1,-9999,0.72,-9999,-9999,0.28,-9999,-9999,1.53E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,0.36,50,50,1.8,50,50,0.3,50,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,0,0,1,-9999,-9999,0.5,-9999,0.4,-9999,-9999,0.76,-9999,-9999,1.20E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,2.90E+005,-9999,0.36,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
420,0,1,0,25,0.15,-9999,0.8,-9999,0.8,0.8,-9999,0.8,1.00E+005,-9999,3.95E+006,1.00E+005,-9999,3.95E+006,1.00E+005,-9999,3.95E+006,0.026,-9999,50,0.026,-9999,50,0.026,-9999,50,0.05,-9999,0.02,0.4,-9999,0.125,0.1,-9999,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,0.1,0,0.9,-9999,-9999,0.5,-9999,0.8,-9999,-9999,0.4,-9999,-9999,3.95E+006,-9999,-9999,3.95E+006,-9999,-9999,3.95E+006,3.95E+006,-9999,50,-9999,-9999,50,-9999,-9999,50,-9999,0.02,0.02,0.125,-9999,0.125,-9999,-9999,0.05,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0
440,0,0,1,-9999,-9999,0.08,-9999,0.35,-9999,-9999,0.92,-9999,-9999,2.18E+006,-9999,-9999,2.18E+006,-9999,-9999,2.18E+006,-9999,-9999,1.83,-9999,-9999,1.83,-9999,-9999,1.83,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450,0.1,0,0.9,-9999,-9999,0.08,-9999,0.16,-9999,-9999,0.93,-9999,-9999,1.00E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,-9999,-9999,0.7,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0
460,0,0.8,0.2,20,0.1,0.05,0.8,0.16,0.8,0.4,0.93,0.4,3.95E+006,1.00E+006,3.95E+006,3.95E+006,3.00E+006,3.95E+006,3.95E+006,1.30E+006,3.95E+006,50,0.7,50,50,1.8,50,50,0.3,50,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
470,0.1,0.1,0.8,4.5,0.15,1,0.5,0.16,0.5,0.88,0.93,0.8,3.20E+006,1.00E+006,2.20E+006,2.20E+006,3.00E+006,2.20E+006,3.20E+006,1.30E+006,3.20E+006,3,0.7,3,1,0.7,2,1,0.7,1,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.1,0
510,0.3,0,0.7,-9999,-9999,0.08,-9999,0.16,-9999,-9999,0.93,-9999,-9999,1.00E+006,-9999,-9999,3.00E+006,-9999,-9999,1.30E+006,-9999,-9999,0.7,-9999,-9999,1.8,-9999,-9999,0.3,-9999,-9999,0.08,-9999,-9999,0.2,-9999,-9999,1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.7,0,0,0,0.075,0.075
520,0.75,0.2,0.05,4.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.25,0,0,0,0.37,0
530,0,1,0,3,0.15,-9999,0.2,-9999,0.2,0.9,-9999,0.9,1.89E+006,-9999,1.89E+006,1.89E+006,-9999,1.89E+006,1.89E+006,-9999,1.89E+006,1.77,-9999,1.77,1.77,-9999,1.77,1.77,-9999,1.77,0.05,-9999,0.02,0.4,-9999,0.125,0.1,-9999,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
702,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
715,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
722,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
724,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
725,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
726,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
820,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
830,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
840,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
901,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,1,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
