TEB_Class,VEGF,BLDF,PAVF,BLDH,Z0RF,Z0RD,ALRF,ALRD,ALWL,EMRF,EMRD,EMWL,HCRF1,HCRD1,HCWL1,HCRF2,HCRD2,HCWL2,HCRF3,HCRD3,HCWL3,TCRF1,TCRD1,TCWL1,TCRF2,TCRD2,TCWL2,TCRF3,TCRD3,TCWL3,DPRF1,DPRD1,DPWL1,DPRF2,DPRD2,DPWL2,DPRF3,DPRD3,DPWL3,QHTR,QETR,QHIN,QEIN,VF_1,VF_2,VF_3,VF_4,VF_5,VF_6,VF_7,VF_8,VF_9,VF10,VF11,VF12,VF13,VF14,VF15,VF16,VF17,VF18,VF19,VF20,VF21,VF22,VF23,VF24,VF25,VF26
242,0.182666657,0.590996739,0.226336605,14.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091333328,0,0,0,0,0,0,0,0.817333343,0,0,0,0.091333328,0
243,0.17882648,0.593585093,0.227588427,14.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08941324,0,0,0,0,0,0,0,0.82117352,0,0,0,0.08941324,0
244,0.17507459,0.59611394,0.228811469,14.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087537295,0,0,0,0,0,0,0,0.82492541,0,0,0,0.087537295,0
245,0.17140702,0.598585955,0.230007025,14.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08570351,0,0,0,0,0,0,0,0.82859298,0,0,0,0.08570351,0
246,0.167820063,0.601003634,0.231176303,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083910031,0,0,0,0,0,0,0,0.832179937,0,0,0,0.083910031,0
247,0.16431025,0.603369317,0.232320433,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082155125,0,0,0,0,0,0,0,0.83568975,0,0,0,0.082155125,0
248,0.160874333,0.605685192,0.233440475,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080437167,0,0,0,0,0,0,0,0.839125667,0,0,0,0.080437167,0
249,0.157509266,0.607953313,0.234537421,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078754633,0,0,0,0,0,0,0,0.842490734,0,0,0,0.078754633,0
250,0.154212184,0.610175611,0.235612205,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077106092,0,0,0,0,0,0,0,0.845787816,0,0,0,0.077106092,0
251,0.150980395,0.6123539,0.236665705,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075490198,0,0,0,0,0,0,0,0.849019605,0,0,0,0.075490198,0
252,0.147811364,0.61448989,0.237698747,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073905682,0,0,0,0,0,0,0,0.852188636,0,0,0,0.073905682,0
253,0.144702698,0.616585191,0.238712111,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072351349,0,0,0,0,0,0,0,0.855297302,0,0,0,0.072351349,0
254,0.141652142,0.618641326,0.239706532,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070826071,0,0,0,0,0,0,0,0.858347858,0,0,0,0.070826071,0
255,0.138657563,0.620659731,0.240682706,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069328781,0,0,0,0,0,0,0,0.861342437,0,0,0,0.069328781,0
256,0.135716943,0.622641767,0.241641291,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067858471,0,0,0,0,0,0,0,0.864283057,0,0,0,0.067858471,0
257,0.132828372,0.62458872,0.242582908,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066414186,0,0,0,0,0,0,0,0.867171628,0,0,0,0.066414186,0
258,0.129990039,0.626501812,0.243508149,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06499502,0,0,0,0,0,0,0,0.870009961,0,0,0,0.06499502,0
259,0.127200228,0.6283822,0.244417573,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063600114,0,0,0,0,0,0,0,0.872799772,0,0,0,0.063600114,0
260,0.124457306,0.630230983,0.245311712,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062228653,0,0,0,0,0,0,0,0.875542694,0,0,0,0.062228653,0
261,0.121759724,0.632049206,0.24619107,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060879862,0,0,0,0,0,0,0,0.878240276,0,0,0,0.060879862,0
262,0.119106007,0.633837863,0.24705613,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059553003,0,0,0,0,0,0,0,0.880893993,0,0,0,0.059553003,0
263,0.116494751,0.635597901,0.247907348,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058247376,0,0,0,0,0,0,0,0.883505249,0,0,0,0.058247376,0
264,0.113924619,0.63733022,0.248745161,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05696231,0,0,0,0,0,0,0,0.886075381,0,0,0,0.05696231,0
265,0.111394336,0.63903568,0.249569984,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055697168,0,0,0,0,0,0,0,0.888605664,0,0,0,0.055697168,0
266,0.108902685,0.640715102,0.250382213,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054451342,0,0,0,0,0,0,0,0.891097315,0,0,0,0.054451342,0
267,0.106448503,0.642369269,0.251182228,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053224251,0,0,0,0,0,0,0,0.893551497,0,0,0,0.053224251,0
268,0.104030681,0.643998928,0.251970391,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05201534,0,0,0,0,0,0,0,0.895969319,0,0,0,0.05201534,0
269,0.101648157,0.645604796,0.252747047,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050824078,0,0,0,0,0,0,0,0.898351843,0,0,0,0.050824078,0
270,0.099299915,0.647187557,0.253512528,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049649957,0,0,0,0,0,0,0,0.900700085,0,0,0,0.049649957,0
271,0.096984983,0.648747867,0.25426715,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048492491,0,0,0,0,0,0,0,0.903015017,0,0,0,0.048492491,0
272,0.094702428,0.650286354,0.255011218,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047351214,0,0,0,0,0,0,0,0.905297572,0,0,0,0.047351214,0
273,0.092451358,0.651803619,0.255745023,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046225679,0,0,0,0,0,0,0,0.907548642,0,0,0,0.046225679,0
274,0.090230915,0.653300241,0.256468844,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045115458,0,0,0,0,0,0,0,0.909769085,0,0,0,0.045115458,0
275,0.088040278,0.654776773,0.257182948,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044020139,0,0,0,0,0,0,0,0.911959722,0,0,0,0.044020139,0
276,0.085878657,0.656233748,0.257887595,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042939329,0,0,0,0,0,0,0,0.914121343,0,0,0,0.042939329,0
277,0.083745294,0.657671677,0.258583029,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041872647,0,0,0,0,0,0,0,0.916254706,0,0,0,0.041872647,0
278,0.081639458,0.659091052,0.25926949,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040819729,0,0,0,0,0,0,0,0.918360542,0,0,0,0.040819729,0
279,0.079560449,0.660492344,0.259947207,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039780224,0,0,0,0,0,0,0,0.920439551,0,0,0,0.039780224,0
280,0.077507592,0.661876011,0.260616398,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038753796,0,0,0,0,0,0,0,0.922492408,0,0,0,0.038753796,0
281,0.075480236,0.663242488,0.261277276,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037740118,0,0,0,0,0,0,0,0.924519764,0,0,0,0.037740118,0
282,0.073477757,0.664592198,0.261930045,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036738879,0,0,0,0,0,0,0,0.926522243,0,0,0,0.036738879,0
283,0.071499551,0.665925548,0.262574901,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035749776,0,0,0,0,0,0,0,0.928500449,0,0,0,0.035749776,0
284,0.069545037,0.667242929,0.263212035,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034772518,0,0,0,0,0,0,0,0.930454963,0,0,0,0.034772518,0
285,0.067613653,0.668544719,0.263841628,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033806827,0,0,0,0,0,0,0,0.932386347,0,0,0,0.033806827,0
286,0.06570486,0.669831283,0.264463857,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03285243,0,0,0,0,0,0,0,0.93429514,0,0,0,0.03285243,0
287,0.063818134,0.671102974,0.265078893,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031909067,0,0,0,0,0,0,0,0.936181866,0,0,0,0.031909067,0
288,0.06195297,0.67236013,0.265686899,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030976485,0,0,0,0,0,0,0,0.93804703,0,0,0,0.030976485,0
289,0.060108883,0.673603081,0.266288036,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030054441,0,0,0,0,0,0,0,0.939891117,0,0,0,0.030054441,0
290,0.0582854,0.674832144,0.266882455,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291427,0,0,0,0,0,0,0,0.9417146,0,0,0,0.0291427,0
291,0.056482067,0.676047626,0.267470307,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028241034,0,0,0,0,0,0,0,0.943517933,0,0,0,0.028241034,0
292,0.054698443,0.677249824,0.268051733,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027349221,0,0,0,0,0,0,0,0.945301557,0,0,0,0.027349221,0
293,0.052934101,0.678439025,0.268626874,18.5,0.15,0.05,0.15,0.16,0.3,0.92,0.93,0.92,3.00E+006,1.00E+006,1.60E+006,1.50E+006,3.00E+006,1.55E+006,2.90E+005,1.30E+006,2.90E+005,1.51,0.7,0.72,0.15,1.8,0.9338,0.04,0.3,0.05,0.05,0.08,0.02,0.4,0.2,0.125,0.1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026467051,0,0,0,0,0,0,0,0.947065899,0,0,0,0.026467051,0
